醫事機構代碼,醫事機構名稱,電話,地址,地圖地址,緯度,經度,備註
5931130214,崇愛藥局,02-22665506,新北市土城區永豐路17號,新北市土城區延和里4鄰永豐路17號,24.988249,121.462601,
5931130223,久達藥局,02-22696982,新北市土城區中央路3段47號,新北市土城區大安里2鄰中央路三段47號,24.969768,121.439097,
5931130232,頂埔藥局,02-22682915,新北市土城區中央路4段170號,新北市土城區頂埔里1鄰中央路四段170號,24.958123,121.416778,
5931130241,協成藥局,02-22653212,新北市土城區延吉街333號,新北市土城區永富里12鄰延吉街333號,24.984114,121.465154,
5931130349,祥發藥局,02-22655056,新北市土城區青雲路255號,新北市土城區清水里15鄰青雲路255號,24.980899,121.459156,
5931130358,盛安大藥局,02-22668525,新北市土城區中央路1段258號,新北市土城區日和里16鄰中央路一段258號,24.984356,121.444204,
5931130394,一和藥局,02-22631378,新北市土城區中央路1段67之3號,新北市土城區貨饒里9鄰中央路一段67之3號,24.989715,121.447762,
5931130438,正仁藥局,02-22682516,新北市土城區中央路4段240號,新北市土城區頂福里19鄰中央路四段240號,24.957093,121.415282,
5931130483,學安藥師藥局,02-22610565,新北市土城區學府路1段211號1樓,新北市土城區學府里7鄰學府路一段211號,24.984469,121.45163,
5931130545,_生中西藥局,02-22603485,新北市土城區中央路2段170號,新北市土城區員福里7鄰中央路二段170號,24.976366,121.441892,
5931131579,祥安大藥局,02-22629707,新北市土城區立德路42－1號,新北市土城區延和里7鄰立德路42之1號,24.987271,121.4636,
5931131800,立康藥局,02-82617535,新北市土城區中央路2段238號2樓,新北市土城區員福里1鄰中央路二段238號,24.974966,121.441862,
5931131828,咸安藥局,02-22627434,新北市土城區明德路1段4號1樓,新北市土城區金城里1鄰明德路一段4號,24.985729,121.464699,
5931131864,學府實和藥局,02-22612111,新北市土城區學府路1段121號,新北市土城區廣福里18鄰學府路一段121號,24.987271,121.45532,連續假期以現場公布為主
5931131882,裕達藥局,02-22739328,新北市土城區延吉街171號,新北市土城區峯廷里2鄰延吉街171號,24.985772,121.469694,
5931131908,璨鴻藥局,02-82622588,新北市土城區延和路191號,新北市土城區延祿里21鄰延和路191號,24.990353,121.469212,
5931132110,元崇藥局,02-22643076,新北市土城區金城路3段176－1號2樓,新北市土城區峯廷里26鄰金城路三段176之1號,24.987621,121.467861,
5931132138,心中外藥局,02-22603023,新北市土城區中央路2段157號,新北市土城區員林里10鄰中央路二段157號,24.976486,121.442113,
5931132165,佳佳藥局,02-82614558,新北市土城區中央路2段223－9號2樓,新北市土城區土城里7鄰中央路二段223之9號,24.973188,121.440678,
5931132183,尚安藥師藥局,02-22647622,新北市土城區中央路2段223之3號1樓,新北市土城區土城里16鄰中央路二段223之3號,24.97351,121.440764,
5931132236,善淳藥師藥局,02-82627371,新北市土城區福仁街19號1樓、B1樓,新北市土城區員福里4鄰福仁街19號,24.976256,121.440552,
5931132245,萬昌健保藥局,02-22678057,新北市土城區中央路4段160號,新北市土城區頂埔里3鄰中央路四段160號,24.958266,121.416993,
5931132263,立新藥局,02-82626111,新北市土城區光明街5號1樓,新北市土城區員信里12鄰光明街5號,24.974754,121.442091,
5931132272,富柏大藥局,02-82626815,新北市土城區水源街22號1樓,新北市土城區員福里2鄰水源街22號,24.975346,121.441162,
5931132307,廣昇健保藥師藥局,02-22638300,新北市土城區明德路1段53號,新北市土城區永富里2鄰明德路一段53號,24.984764,121.465287,
5931132334,家泰藥局,02-22749490,新北市土城區青雲路181號1、2樓,新北市土城區清溪里16鄰青雲路181號,24.982849,121.459306,
5931132343,誠安藥局,02-22677737,新北市土城區中央路4段36號1樓,新北市土城區頂埔里21鄰中央路四段36號,24.960881,121.4207,執業時段請電洽藥局
5931132361,良方藥局,02-89661161,新北市土城區廣明街23巷24號1樓,新北市土城區復興里18鄰廣明街23巷24號,24.99229,121.454739,
5931132389,凱一藥局,02-22707679,新北市土城區裕民路92巷21弄8號1樓,新北市土城區樂利里4鄰裕民路92巷21弄8號,24.986288,121.450139,
5931132405,小倉藥局,02-22744257,新北市土城區青雲路190號1樓,新北市土城區青雲里17鄰青雲路190號,24.982206,121.459072,
5931132487,鄭家藥局,02-22640005,新北市土城區清水路127號1樓,新北市土城區青雲里8鄰清水路127號,24.981696,121.457902,
5931132496,惠蒼藥局,02-22606812,新北市土城區中央路2段216號1樓,新北市土城區員福里1鄰中央路二段216號,24.975486,121.441912,
5931132521,儷生藥局,02-22609911,新北市土城區金城路2段390號1樓,新北市土城區清溪里39鄰金城路二段390號,24.985574,121.463626,
5931132538,宏奇藥局,02-82619585,新北市土城區延吉街126號1樓,新北市土城區峯廷里21鄰延吉街126號,24.985864,121.469512,
5931132576,佑安藥局,02-22643960,新北市土城區清水路334號2樓,新北市土城區永富里27鄰清水路334號,24.98558,121.46414,
5931132594,元蒼藥局,02-22733868,新北市土城區學府路1段69號1樓,新北市土城區廣福里2鄰學府路一段69號,24.988254,121.457122,
5931132601,吉城大藥局,02-22626870,新北市土城區學府路1段205號1樓,新北市土城區學府里6鄰學府路一段205號,24.984589,121.45176,
5931132610,久安藥局,02-89671097,新北市土城區廣明街70號1樓,新北市土城區瑞興里10鄰廣明街70號,24.993802,121.455048,
5931132629,育佳藥局,02-22645692,新北市土城區金城路2段242巷7號1樓,新北市土城區柑林里4鄰金城路二段242巷7號,24.983026,121.457412,
5931132647,舒民藥局,02-22748654,新北市土城區明德路1段35號2樓,新北市土城區金城里11鄰明德路一段35號,24.985383,121.465283,
5931132683,家庭藥師連鎖藥局,02-22633601,新北市土城區裕生路23號1樓,新北市土城區裕生里20鄰裕生路23號,24.987259,121.448233,
5931132727,順儷藥師藥局,02-22648655,新北市土城區延和路16之3號1樓,新北市土城區延和里31鄰延和路16之3號,24.98813,121.464413,春節期間看診時段請電洽
5931132736,大眾藥局,02-22666057,新北市土城區明峰街6巷1號,新北市土城區明峰街6巷1號,24.9857415,121.4658586,
5931132781,德隆藥局,02-22656056,新北市土城區裕民路153號1樓,新北市土城區埤林里3鄰裕民路153號,24.985953,121.45223,
5931132807,健業藥局,02-22704798,新北市土城區中央路2段223－10號,新北市土城區土城里7鄰中央路二段223之10號,24.97312,121.440656,
5931132816,大康藥局,02-22738004,新北市土城區學府路1段72號2樓,新北市土城區廣興里8鄰學府路一段72號,24.988292,121.456644,
5931132852,佳霖藥局,02-22641425,新北市土城區學府路1段170號1樓,新北市土城區埤林里20鄰學府路一段170號,24.986613,121.453888,
5931132870,健群藥局,02-22634747,新北市土城區裕民路80號2樓,新北市土城區樂利里29鄰裕民路80號,24.987213,121.449888,
5931132914,健鼎藥局,02-22633469,新北市土城區學府路一段117號,新北市土城區廣福里18鄰學府路一段117號,24.987348,121.455436,
5931132932,全家健康藥局,02-22678143,新北市土城區中央路4段288號,新北市土城區頂福里18鄰中央路四段288號,24.956393,121.414261,"早0830-1200,午1430-1800,晚1830-2130"
5931132950,美康藥妝藥局,02-22616868,新北市土城區延吉街254號1樓,新北市土城區金城里24鄰延吉街254號,24.984647,121.466351,
5931133019,學府松藥局,02-82628665,新北市土城區學府路一段38號1、2樓,新北市土城區廣興里12鄰學府路一段38號,24.988544,121.458027,
5931133037,國安健保藥局,02-22614933,新北市土城區延和路109號1樓,新北市土城區平和里21鄰延和路109號,24.990328,121.467772,
5931133046,大業藥局,02-22626791,新北市土城區青仁路41號,新北市土城區清水里1鄰青仁路41號,24.978538,121.459939,
5931133064,城康藥局,02-22628171,新北市土城區中央路2段2號1、2樓,新北市土城區員福里28鄰中央路二段2號,24.980906,121.442912,
5931133108,三豐藥局,02-22733766,新北市土城區永豐路135巷8號,新北市土城區廷寮里13鄰永豐路135巷8號,24.983334,121.467197,
5931133126,成康藥局,02-22706596,新北市土城區學府路1段188號1樓,新北市土城區埤林里7鄰學府路一段188號,24.986135,121.45323,
5931133135,順儷明德藥局,02-22644779,新北市土城區明德路2段139、141號1樓,新北市土城區日和里12鄰明德路二段293號,24.984189,121.444745,
5931133171,誠恩藥局,02-22665533,新北市土城區金城路3段137號1樓,新北市土城區平和里34鄰金城路三段137號,24.988184,121.468168,
5931133199,陽光活力藥局,02-22610590,新北市土城區延和路103號1樓,新北市土城區平和里20鄰延和路103號,24.99024,121.467542,
5931133206,樂利藥局,02-22630092,新北市土城區裕民路77號1樓,新北市土城區學成里18鄰裕民路77號,24.987506,121.449819,
5931133313,貓頭鷹藥妝藥局,02-22695659,新北市土城區中央路3段88號、90號1樓,新北市土城區大安里6鄰中央路三段88號,24.967021,121.436088,
5931133331,城安大藥局,02-22646561,新北市土城區金城路3段40號,新北市土城區金城里5鄰金城路三段40號,24.986391,121.465585,
5931133340,大欣藥局,02-22653208,新北市土城區裕民路251號,新北市土城區中正里4鄰裕民路251號,24.983051,121.454642,
5931133359,麗膚藥局,02-22640600,新北市土城區金城路3段164號1樓,新北市土城區峯廷里19鄰金城路三段164號,24.987373,121.467398,
5931133377,優嘉藥師連鎖藥局,02-82629788,新北市土城區中央路二段117號1樓,新北市土城區員林里14鄰中央路二段117號,24.977499,121.44216,
5931133395,順儷金城藥局,02-22621590,新北市土城區金城路3段147號1樓,新北市土城區平和里31鄰金城路三段147號,24.988333,121.468432,
5931133439,志仁藥局,02-22737222,新北市土城區學府路1段102號1樓,新北市土城區廣興里2鄰學府路一段102號,24.987905,121.45591,
5931133457,博盛健保藥局,02-22622331,新北市土城區立德路66號2樓,新北市土城區延和里8鄰立德路66號,24.98682,121.464,
5931133466,土城金城藥局,02-22631616,新北市土城區裕民路280號1、2樓,新北市土城區柑林里15鄰裕民路280號,24.982006,121.455422,
5931133475,活力藥局,02-22739977,新北市土城區學府路1段158號1樓,新北市土城區埤林里21鄰學府路一段158號,24.986857,121.454328,
5931133493,順儷學府藥局,02-22701979,新北市土城區學府路1段144巷2號1樓,新北市土城區埤林里21鄰學府路一段144巷2號,24.987282,121.454949,
5931133500,菩提藥局,02-22624866,新北市土城區延和路114號1樓,新北市土城區安和里27鄰延和路114號,24.989877,121.467307,
5931133519,埔銓藥局,02-22630230,新北市土城區裕民路164號1、2樓,新北市土城區樂利里17鄰裕民路164號,24.985686,121.452222,
5931133528,中央藥局,02-22630345,新北市土城區中央路2段84、86號（1樓）,新北市土城區員仁里2鄰中央路二段392之1號,24.970937,121.439487,
5931133537,裕生藥局,02-22705661,新北市土城區裕生路4號夾層樓,新北市土城區裕生里17鄰裕生路4號,24.987798,121.448359,
5931140096,華信藥局,02-22898116,新北市蘆洲區民族路154號1樓,新北市蘆洲區玉清里5鄰民族路154號,25.086112,121.479595,"偶有特殊情況,張貼門口告知"
5931140112,施藥局,02-22814624,新北市蘆洲區信義路230號,新北市蘆洲區信義里15鄰信義路230號,25.085861,121.478752,
5931140121,大政藥局,02-22811126,新北市蘆洲區中山二路75號1樓,新北市蘆洲區樹德里3鄰中山二路75號,25.0819,121.473304,
5931140130,欣泰藥局,02-22810177,新北市蘆洲區民族路407號,新北市蘆洲區保新里5鄰民族路407號,25.089792,121.469042,
5931140158,全民藥局,02-22837168,新北市蘆洲區中山一路201、203號,新北市蘆洲區得仁里15鄰中山一路417號,25.076545,121.468733,
5931140167,威良藥局,02-22817873,新北市蘆洲區中正路185巷34號1樓,新北市蘆洲區中原里16鄰中正路185巷34號,25.085116,121.467682,
5931140201,理方藥局,02-22830704,新北市蘆洲區長安街67號,新北市蘆洲區延平里8鄰長安街67號,25.079869,121.462784,
5931140229,天士藥局,02-22818227,新北市蘆洲區中正路36號,新北市蘆洲區得勝里4鄰中正路36號,25.082368,121.471267,
5931140238,謚安中西藥局,02-22836375,新北市蘆洲區永平街6號,新北市蘆洲區南港里1鄰永平街6號,25.090547,121.459555,
5931140318,慧安藥局,02-28477845,新北市蘆洲區長安街214號1樓,新北市蘆洲區永康里4鄰長安街214號,25.084362,121.458468,
5931140372,上群藥師藥局,02-22898275,新北市蘆洲區民族路287號1樓,新北市蘆洲區水河里2鄰民族路287號,25.090961,121.475492,
5931140416,松伯藥局,02-82850852,新北市蘆洲區中山二路2號,新北市蘆洲區恆德里17鄰中山二路2號,25.081854,121.475675,
5931141502,蘆洲陳大藥局,02-22836224,新北市蘆洲區長安街95號,新北市蘆洲區長安里1鄰長安街95號,25.0805,121.461867,
5931141520,長安藥局,02-28485560,新北市蘆洲區中華街67號1樓,新北市蘆洲區九芎里27鄰中華街67號,25.080738,121.46235,
5931141557,龍成藥局,02-82857868,新北市蘆洲區民族路53號,新北市蘆洲區鷺江里12鄰民族路53號,25.085532,121.478593,4/4、6/25、10/1僅上午調劑
5931141637,華興藥師藥局,02-22893899,新北市蘆洲區中山一路184號1樓,新北市蘆洲區樹德里5鄰中山一路184號,25.081043,121.473868,
5931141708,保成藥局,02-28479802,新北市蘆洲區長安街205號1樓,新北市蘆洲區長安里14鄰長安街205號,25.082128,121.46001,除夕僅上午調劑，1月週日上午均有調劑
5931141726,松展多利日式連鎖藥_藥局,02-22882586,新北市蘆洲區民族路161號,新北市蘆洲區信義里22鄰民族路161號,25.088165,121.479333,
5931141744,慶明藥局,02-22855740,新北市蘆洲區中山二路46巷4號2樓,新北市蘆洲區恆德里17鄰中山二路46巷4號,25.082204,121.474533,
5931141799,群欣藥局,02-22894815,新北市蘆洲區長安街118號2樓,新北市蘆洲區忠義里9鄰長安街118號,25.081723,121.460722,
5931141860,北聯藥局,02-82866873,新北市蘆洲區民族路361號1樓,新北市蘆洲區水湳里22鄰民族路361號,25.091617,121.471757,
5931141904,杏昌藥局,02-82831985,新北市蘆洲區民族路86號,新北市蘆洲區仁德里6鄰民族路86號,25.084897,121.477829,
5931141913,隆生藥局,02-22814653,新北市蘆洲區民族路52號1樓,新北市蘆洲區仁德里14鄰民族路52號,25.084474,121.477004,
5931141922,和泰藥師藥局,02-22859818,新北市蘆洲區復興路69號1樓,新北市蘆洲區福安里11鄰復興路69號,25.087327,121.476044,
5931141959,長榮大藥局,02-82863837,新北市蘆洲區長榮路51號,新北市蘆洲區忠義里8鄰長榮路51號,25.083067,121.462577,
5931141986,全佑藥局,02-22833032,新北市蘆洲區三民路11號1樓,新北市蘆洲區恆德里17鄰三民路11號,25.082171,121.475695,
5931142018,福您安中西藥局,02-82858322,新北市蘆洲區長安街246巷6號1樓,新北市蘆洲區成功里2鄰長安街246巷6號,25.086154,121.457952,
5931142072,達特藥局,02-82825004,新北市蘆洲區復興路62號,新北市蘆洲區鷺江里20鄰復興路62號,25.086287,121.47463,
5931142081,威仕康藥局,02-82853277,新北市蘆洲區民權路122號1樓,新北市蘆洲區仁愛里17鄰民權路122號,25.088679,121.473425,
5931142090,泰明藥局,02-22898655,新北市蘆洲區長榮路67號,新北市蘆洲區忠義里8鄰長榮路67號,25.083509,121.462196,
5931142116,龍安藥局,02-22850310,新北市蘆洲區復興路67號1樓,新北市蘆洲區福安里11鄰復興路67號,25.087308,121.476005,
5931142161,廷升藥局,02-22827670,新北市蘆洲區中正路122號1樓,新北市蘆洲區保和里14鄰中正路122號,25.084849,121.469428,
5931142241,永恩健康藥局,02-22880379,新北市蘆洲區民族路414號1樓,新北市蘆洲區水河里8鄰民族路414號,25.091645,121.474393,
5931142296,蓁美健康藥局,02-22827527,新北市蘆洲區九芎街90巷21號,新北市蘆洲區九芎里1鄰九芎街90巷21號,25.081161,121.464725,
5931142303,康群生活藥局,02-82835630,新北市蘆洲區中正路105號1樓,新北市蘆洲區光華里5鄰中正路105號,25.084096,121.469756,
5931142321,全家藥_藥局,02-22811215,新北市蘆洲區光華路4號1樓,新北市蘆洲區光華里5鄰光華路4號,25.083641,121.469867,
5931142367,蘋果藥妝藥局,02-22812162,新北市蘆洲區光華路172號1樓,新北市蘆洲區光明里15鄰光華路172號,25.082216,121.465225,
5931142394,常喜藥局,02-82862976,新北市蘆洲區中正路140號,新北市蘆洲區保和里13鄰中正路140號,25.085244,121.469096,1090101元但看上午診
5931142429,世全藥局,02-22817386,新北市蘆洲區民生街133號1樓,新北市蘆洲區得仁里8鄰民生街133號,25.079181,121.472535,
5931142447,三鐵藥局,02-82822729,新北市蘆洲區信義路226號1樓,新北市蘆洲區玉清里1鄰信義路226號,25.085407,121.478954,營業時間如有異動，以藥局實際公告為主
5931142509,萊康連鎖藥局,02-82867383,新北市蘆洲區中正路126號1樓,新北市蘆洲區保和里14鄰中正路126號,25.084931,121.469353,
5931142554,宏祐藥局,02-82815252,新北市蘆洲區復興路202號1樓,新北市蘆洲區信義里27鄰復興路202號,25.088988,121.478457,
5931142572,幸安藥局,02-82835389,新北市蘆洲區中山二路53號1樓,新北市蘆洲區樹德里4鄰中山二路53號,25.082013,121.473774,
5931142634,華安大藥局,02-22881168,新北市蘆洲區長安街48號1樓,新北市蘆洲區九芎里18鄰長安街48號,25.079725,121.463304,
5931142643,知達健保藥局,02-22897753,新北市蘆洲區長榮路502號1樓,新北市蘆洲區正義里12鄰長榮路502號,25.089728,121.459639,
5931142670,陽光幸福藥局,02-28486566,新北市蘆洲區重陽街88號1樓,新北市蘆洲區仁義里16鄰重陽街88號,25.084538,121.482085,
5931142723,健群藥局,02-28483575,新北市蘆洲區中華街71號2樓,新北市蘆洲區九芎里27鄰中華街71號,25.08063,121.462257,
5931142769,好美麗健康藥局,02-82826209,新北市蘆洲區光明路6號1樓,新北市蘆洲區正義里8鄰光明路6號,25.086427,121.460575,
5931142778,芯聯藥局,02-82866803,新北市蘆洲區民族路210號,新北市蘆洲區玉清里14鄰民族路210號,25.08763,121.479818,
5931142796,乙安藥局,02-22888277,新北市蘆洲區長安街179號1樓,新北市蘆洲區長安里10鄰長安街179號,25.081576,121.460652,
5931142830,長榮專業藥局,02-82868163,新北市蘆洲區長榮路250號2樓,新北市蘆洲區正義里8鄰長榮路250號,25.08579,121.46065,
5931142849,康泉藥師藥局,02-28476990,新北市蘆洲區集賢路224巷2號1樓,新北市蘆洲區樓厝里23鄰集賢路224巷2號,25.086777,121.482324,109/1/23-1/29春節期間休診
5931142858,愛佳健保藥局,02-22825835,新北市蘆洲區長榮路96號1樓,新北市蘆洲區中原里29鄰長榮路96號,25.083894,121.462187,
5931142876,中美永結藥局,02-22887676,新北市蘆洲區長安街185號1樓,新北市蘆洲區長安里10鄰長安街185號,25.081694,121.460521,
5931142901,快樂藥局長榮店,02-22813567,新北市蘆洲區長榮路60號1樓,新北市蘆洲區中原里29鄰長榮路60號,25.083466,121.462624,
5931142956,華粲藥局,02-82822026,新北市蘆洲區民族路90號2樓,新北市蘆洲區仁德里6鄰民族路90號,25.084945,121.477931,
5931142965,百分百藥局,02-22890968,新北市蘆洲區中山二路48號2樓,新北市蘆洲區仁復里7鄰中山二路48號,25.082249,121.473914,
5931142974,大樹長榮藥局,02-22810747,新北市蘆洲區長榮路61、61－1號1樓,新北市蘆洲區正義里4鄰長榮路792號,25.092975,121.461429,
5931142983,健安健保藥局,02-22827773,新北市蘆洲區長安街263號1樓,新北市蘆洲區永德里18鄰長安街263號,25.083718,121.458682,
5931143015,喜健康藥局,02-82815329,新北市蘆洲區長安街260號1樓,新北市蘆洲區成功里4鄰長安街260號,25.086557,121.457502,
5931143024,集賢藥局,02-22882400,新北市蘆洲區集賢路306號1樓,新北市蘆洲區仁義里15鄰集賢路306號,25.085131,121.481358,
5931143033,微笑杏鄰藥局,02-22835713,新北市蘆洲區中正路15號1樓,新北市蘆洲區得勝里5鄰中正路15號,25.081895,121.47138,
5931143042,成安藥局,02-22892918,新北市蘆洲區長安街257號1樓,新北市蘆洲區永德里18鄰長安街257號,25.083519,121.458805,
5931143051,萊康中華健保藥局,02-28486787,新北市蘆洲區中華街45－1號1樓,新北市蘆洲區九芎里26鄰中華街45之1號,25.081144,121.462839,
5931143060,美林藥局,02-22832288,新北市蘆洲區長樂路168－1號1樓,新北市蘆洲區正義里10鄰長樂路168之1號,25.090944,121.4626,
5931143088,躍獅蘆洲藥局,02-82824906,新北市蘆洲區長安街329號1樓,新北市蘆洲區成功里26鄰長安街329號,25.08655,121.457292,
5931143097,樂開懷健保藥局,02-82837323,新北市蘆洲區三民路376之3號1樓,新北市蘆洲區保新里9鄰三民路376之3號,25.092119,121.464488,
5931143104,新信義藥局,02-22885256,新北市蘆洲區信義路260號1樓,新北市蘆洲區信義里11鄰信義路260號,25.086785,121.478283,
5931143113,喜得健藥局,02-22886419,新北市蘆洲區中興街54號1樓,新北市蘆洲區樓厝里23鄰中興街54號,25.087404,121.48167,
5931143122,宥安藥局,02-22823556,新北市蘆洲區長榮路381號2樓,新北市蘆洲區正義里17鄰長榮路381號,25.089474,121.459246,
5931143131,杏一蘆洲長安藥局,02-82854278,新北市蘆洲區長安街122號1樓,新北市蘆洲區忠義里10鄰長安街122號,25.081792,121.46065,
5931143140,大樹蘆洲藥局,02-22810747,新北市蘆洲區民族路265號1樓,新北市蘆洲區水河里2鄰民族路265號,25.090627,121.476167,
5931143168,吉安藥局,02-82815600,新北市蘆洲區長安街285巷1號1樓,新北市蘆洲區永康里8鄰長安街285巷1號,25.084331,121.458133,
5931143177,柏康藥局,02-22812081,新北市蘆洲區長安街30號1樓,新北市蘆洲區九芎里14鄰長安街30號,25.079358,121.463894,
5931150056,常安藥局,02-22917912,新北市五股區工商路71號,新北市五股區五股里23鄰工商路71號,25.084831,121.438417,
5931150065,成泰藥局,02-22924305,新北市五股區成泰路1段143號,新北市五股區水碓里7鄰成泰路一段143號,25.073077,121.435357,
5931150163,德泰藥局,02-29095927,新北市五股區成泰路1段9號,新北市五股區德泰里15鄰成泰路一段9號,25.066741,121.433583,
5931151231,五股聯成藥局,02-22942767,新北市五股區成泰路2段118號,新北市五股區五股里13鄰成泰路二段118號,25.083382,121.437974,
5931151277,永任藥局,02-22911093,新北市五股區水碓路9號1樓,新北市五股區水碓里18鄰水碓路9號,25.07236,121.433614,
5931151295,凌雲藥局,02-82953138,新北市五股區凌雲路1段73號2樓,新北市五股區成州里10鄰凌雲路一段73號,25.101108,121.450997,
5931151302,宏安藥局,02-22915932,新北市五股區成泰路2段136號,新北市五股區五股里14鄰成泰路二段136號,25.083691,121.438166,
5931151311,信恆藥局,02-89882077,新北市五股區中興路1段74號1樓,新北市五股區興珍里18鄰中興路一段74號,25.073037,121.466984,
5931151437,虹元藥局,02-22925067,新北市五股區自強路56號,新北市五股區水碓里11鄰自強路56號,25.073645,121.433103,
5931151473,百成中西藥師藥局,02-22915531,新北市五股區五福里五福路20號1樓,新北市五股區五福里8鄰五福路20號,25.088809,121.434281,
5931151482,源昇藥局,02-82952027,新北市五股區五股里成泰路2段61號2樓,新北市五股區五股里14鄰成泰路二段61號,25.083605,121.43789,
5931151491,杏軒藥局,02-22921193,新北市五股區貿商里自強路152號1F,新北市五股區貿商里7鄰自強路152號,25.07032,121.432085,
5931151508,三合藥局,02-29846055,新北市五股區中興路一段75號1樓,新北市五股區興珍里30鄰中興路一段75號,25.072662,121.467473,
5931151544,三好連鎖藥師藥局,02-22952357,新北市五股區西雲路86號1樓,新北市五股區成功里17鄰西雲路86號,25.092312,121.443816,
5931151599,闔安藥局,02-22921143,新北市五股區成德里成泰路3段579號1樓,新北市五股區成德里13鄰成泰路三段579號,25.102672,121.45224,
5931151606,陽光樂活藥局,02-22928799,新北市五股區成泰路2段101－2號1樓,新北市五股區五股里19鄰成泰路二段101號之2,25.084357,121.43833,
5931151615,陽光健保藥局,02-22922400,新北市五股區五福路54號1樓,新北市五股區六福里4鄰五福路54號,25.089727,121.43354,
5931151642,明月藥局,02-82956028,新北市五股區工商路89號,新北市五股區五股里25鄰工商路89號,25.085145,121.437695,早上9點到晚上10點
5931151660,祐康藥師藥局,02-82921335,新北市五股區五福路36號1樓,新北市五股區五福里12鄰五福路36號,25.089229,121.434001,
5931151679,東興藥局,02-82922718,新北市五股區成泰路2段69號2樓,新北市五股區五股里14鄰成泰路二段69號,25.083722,121.437956,
5931151688,五股藥局,02-22951150,新北市五股區成泰路1段235之2號（1樓）,新北市五股區德音里16鄰成泰路一段235號之2,25.079675,121.436255,
5931160061,全成藥局,02-29093039,新北市泰山區明志路1段83號,新北市泰山區楓樹里4鄰明志路一段83號,25.06434,121.433587,
5931160105,泰林中西藥局,02-22978367,新北市泰山區泰林路2段206號,新北市泰山區福泰里16鄰泰林路二段206號,25.061436,121.433343,
5931160132,健康藥師藥局,02-22972121,新北市泰山區明志路2段323號,新北市泰山區泰友里12鄰明志路二段323號,25.046,121.42643,
5931160141,日泰藥局,02-29095989,新北市泰山區泰林路2段227號,新北市泰山區山腳里41鄰泰林路二段227號,25.061941,121.432275,
5931161237,華特藥局,02-29095662,新北市泰山區明志路1段260號,新北市泰山區山腳里45鄰明志路一段260號,25.060525,121.432089,
5931161282,善耕藥局,02-29086656,新北市泰山區明志路2段362號1樓,新北市泰山區明志里13鄰明志路二段362號,25.045158,121.425645,
5931161326,泰安藥局,02-85313097,新北市泰山區明志路2段62號2樓,新北市泰山區義仁里5鄰明志路二段61號,25.052601,121.429193,
5931161344,北安藥妝藥局,02-22967199,新北市泰山區明志路2段61號,新北市泰山區義仁里5鄰明志路二段61號,25.052601,121.429193,
5931161353,台灣藥局,02-22971969,新北市泰山區明志路1段282－286號,新北市泰山區山腳里45鄰明志路一段282號,25.060021,121.431915,
5931161433,仁安藥局,02-29015586,新北市泰山區明志路3段174號1樓,新北市泰山區貴子里16鄰明志路三段174號,25.039057,121.424219,
5931161460,紅葉藥局,02-22960328,新北市泰山區楓江路8號2樓,新北市泰山區福泰里18鄰楓江路8號,25.062438,121.433508,
5931161488,旭晨藥局,02-22970013,新北市泰山區仁愛路90號1樓,新北市泰山區全興里11鄰仁愛路90號,25.055298,121.433084,
5931161513,苗園健保特約藥局,02-22970736,新北市泰山區全興路161號1樓,新北市泰山區福興里25鄰全興路161號,25.056194,121.434162,
5931161540,得安藥師藥局,02-29000992,新北市泰山區仁愛路128號1樓,新北市泰山區全興里8鄰仁愛路128號,25.055732,121.433953,"上午8:00-13:00,晚上16:30-21:30.國定假日仍執行調劑業務"
5931170012,存明藥局,02-26011618,新北市林口區中山路91號,新北市林口區西林里3鄰中山路91號,25.07869,121.389757,
5931170021,士昌藥局,02-26018863,新北市林口區工六路36號1樓,新北市林口區東林里21鄰工六路24號,25.078735,121.398216,
5931170067,宏宇藥局,02-26031948,新北市林口區中正路288號1樓,新北市林口區西林里8鄰中正路288號,25.077762,121.388711,
5931170129,麗園藥局,02-26009405,新北市林口區麗園一街6巷1－4號1Ｆ,新北市林口區麗園里8鄰麗園一街6巷1號,25.070246,121.376765,
5931170165,龍點藥局,02-26080636,新北市林口區民族路67號1樓,新北市林口區南勢里34鄰民族路67號,25.075321,121.365495,
5931171233,狀元葯師藥局,02-26096215,新北市林口區麗林里文化2路1段62號1樓之1,新北市林口區麗林里11鄰文化二路一段62號,25.068256,121.365444,
5931171242,旺林藥局,02-26000186,新北市林口區文化二路1段228號,新北市林口區仁愛里1鄰文化二路一段228號,25.072402,121.369708,
5931171251,喜樂藥師藥局,02-26005566,新北市林口區麗林里公園路15號1樓,新北市林口區麗林里31鄰公園路15號,25.067617,121.366469,
5931171297,安康藥局,02-26030356,新北市林口區仁愛路2段60號,新北市林口區西林里25鄰仁愛路二段60號,25.075702,121.38459,
5931171313,林口啄木鳥藥局,02-26027547,新北市林口區仁愛路2段80號,新北市林口區西林里25鄰仁愛路二段80號,25.075515,121.384079,
5931171340,家欣藥師藥局,02-26025388,新北市林口區文化二路1段567號1樓,新北市林口區湖南里13鄰文化二路一段567號,25.077698,121.374794,
5931171411,康旭藥局,02-26007808,新北市林口區麗園一街6巷9號1樓－3,新北市林口區麗園里16鄰麗園一街6巷9號,25.071397,121.375129,
5931171528,長康藥局,02-26012661,新北市林口區中山路166號1樓,新北市林口區菁湖里5鄰中山路166號,25.078943,121.390173,
